wallet,token_id,interface,mint_authority_exists,freeze_authority_exists,metadata_missing,decimals,supply,is_mutable,is_compressed,has_unverified_creator,creator_wallets,token_name,token_symbol,is_burnt,scam_flag
675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,E4vUZnKSLa29QNA6DbBEkQoPQ9FCydnj9fk1pjmd6q68,FungibleToken,1,0,0,9,139828417189298101,0,0,0,,MADURO,MADURO,0,0
675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,DkuT4T4ThFERTHRAcBwQKzw17gwmxenTDcBhQfrQeiX7,V1_NFT,1,0,0,0,0,1,1,1,WENy2r62eTvYZhPdvZ4CMJHnpFJ37m5L23JYaErzKyD,Receivable NFT Token,,0,0
675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,Dhqo4Zuk8o6d6xhrDht5PoYVqxKeQ3GaAXdtNWWjHQn2,V1_NFT,1,0,0,0,0,0,1,0,,Engineer #2512,,0,0
675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,Ddbr1ax4mLv7sJgg79SPmUtPhudLkPyE4Z5nn5L7pump,FungibleToken,1,0,0,6,999939658555326,0,0,1,56PDkb7updNumGpnySmVhSMdcR8ofAwCYsk38VLY3JAW,https://wa.me/5521998151409,Silas,0,0
675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,DVeGJ16LM6fQ1uiTusF2gWvAqybkqDd8Qbv61efhH5KN,V1_NFT,1,0,0,0,0,1,1,1,WENy2r62eTvYZhPdvZ4CMJHnpFJ37m5L23JYaErzKyD,Receivable NFT Token,,0,0
675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,D7CWDCzjEARJ3YaQ3BkJyptf374TqwPoZaqNopeGEygA,V1_NFT,1,0,0,0,0,0,1,0,,Infection #3092,,0,0
675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,CuZZbkLvZuR5xcAHwvceihL8HC1XP35TaMSQhpT3ym7g,V1_NFT,1,0,0,0,0,0,1,0,,Sollet v2.0,SOLLET,0,0
675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,CtDyReDu2Ykfn3byuNyMxJynPWhSVFxF7EFWnApN68PR,V1_NFT,1,0,0,0,0,1,1,1,WENy2r62eTvYZhPdvZ4CMJHnpFJ37m5L23JYaErzKyD,Receivable NFT Token,,0,0
675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,Cm1TvMvHyKXeZJnf2aB4jRSRFzv7rFNRud2RVUExYErf,V1_NFT,1,0,0,0,0,1,1,1,WENy2r62eTvYZhPdvZ4CMJHnpFJ37m5L23JYaErzKyD,Receivable NFT Token,,0,0
675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,Cj9FweEhBj15thXSanSa2n9wFZoJNffJ6245bkETKy4E,V1_NFT,1,0,0,0,0,1,1,1,WENy2r62eTvYZhPdvZ4CMJHnpFJ37m5L23JYaErzKyD,Receivable NFT Token,,0,0
675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,CWWAFJjsqnF9KqHsfjXWTmVAyo5nZ7VC1Hk1QU2SjXUm,FungibleToken,1,0,0,9,139981992750507240,0,0,0,,MERRY GRINCHMAS,GRINCHMAS,0,0
675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,CWUUV3ym4Uphw4CVgkpNxrR7FsttF7h7mLggEUJ1J1aV,FungibleAsset,0,0,1,9,270035622257950293,1,0,0,,,,0,0
675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,CR59pk52MB6fwJmXtfWRd7eP2ux2Kt2N9WjAwSZ4pump,FungibleToken,1,0,0,6,999708522909761,0,0,0,,FLYCOIN,FLY,0,0
675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,CMUxvBv5LErZrcxEfCDaYo451HxDag7HJY53psStB6wP,FungibleToken,1,0,0,9,999927296349949,0,0,0,,CHRISTMUSK PARTY,CMUSK,0,0
675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,CLEAR1AqM6Hy412r3Mo9aB7iwmb92YawNZCz9AJhBJVh,FungibleToken,0,0,0,5,4999999611259937,1,0,0,,Clear Coin,CLEAR,0,0
675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,CKa3f7h96k8XBR694G79B3JVSDYG4nyrmhAzbATZgn9a,V1_NFT,1,0,0,0,0,0,1,0,,Sollet v2.0,SOLLET,0,0
675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,CKZgnkmir9GnVX1K3ipGEWBjCYQiSC1iGZDCbhqnt66F,FungibleToken,1,0,0,6,696933728149182466,0,0,0,,Wrapped Neiro,WNEIRO,0,0
675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,C7XtptYkp826dKHQoaXX2ASMynHCpwdtWkrgNLLJkboD,V1_NFT,1,0,0,0,0,0,1,0,,daddy-coin.net - FREE $DADDY,DADDY,0,0
675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,C5UCukdZB68swLdbrXQHppjtCWNktaubfdkQ5fwEVxNp,V1_NFT,1,0,0,0,0,0,1,0,METKfYdkVmT1cHbzmS62GXsXH1E9noaWWAFahnERarj,Redeem #521,MyNFT,0,0
675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,C3PwKSHFsxRkzjfUf1wjJ8yBaTMSVwkTQRLFx599A1h1,V1_NFT,1,0,0,0,0,0,1,0,,sollet.quests,Sollet,0,0
675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,BsHGqx74pmv1dPs2u1CdqynAsPcaGPJKX3JVbDdJ2fBX,V1_NFT,1,0,0,0,0,1,1,1,12QG7C22kQMouaJkRh7jdKoH7Y7JGRupWsghcrvNRirH,"💎2,000 JTO Vоuchеr",,0,0
675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,Bi33nkECRgwzpiAyxsLvqjzazVgbS9bnoHe2hw7cjKEt,V1_NFT,1,0,0,0,0,1,1,1,WENy2r62eTvYZhPdvZ4CMJHnpFJ37m5L23JYaErzKyD,Receivable NFT Token,,0,0
675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,BcGNdmvtpXTweUorDuP4z9XpXKKCR3YMFqaJP4pE4wxg,V1_NFT,1,0,0,0,0,0,1,0,,Sollet v2.0,SOLLET,0,0
675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,BYdxrskh1HfVfvAd8a9aAjoLAU6Bo97AgN56gDwqpump,FungibleToken,1,0,0,6,999725897614211,0,0,1,3xAfueAZA5PudwhWpCBfbgaTUovWUXK9auLnkiVhizTq,Antscoin,ANTS,0,0
675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,BYZ9CcZGKAXmN2uDsKcQMM9UnZacija4vWcns9Th69xb,FungibleToken,1,0,0,6,999739585846196,0,0,0,,BOTIFY,BOTIFY,0,0
675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,BTNtdHsB71XemfdDAS6AFnCZzsAbdftAk97FitT4482C,V1_NFT,1,0,0,0,0,0,1,0,,$GIFT #1533,$ME,0,0
675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,B6r5xqawnuNyj3RSoV5HJvZCZtqvwEzTqDaHJetEaeaj,FungibleToken,1,0,0,9,1859925020620962837,0,0,0,,Pepe Manuscript,PEMS,0,0
675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,Az2dxiRmewxAWMoKkZa3LyWAuH1WWJzfPBBwWE8nQShx,V1_NFT,1,0,0,0,0,1,1,1,WENy2r62eTvYZhPdvZ4CMJHnpFJ37m5L23JYaErzKyD,Receivable NFT Token,,0,0
675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,AyWmbNEvKsZik4ttQxnkJwyRZysviL22h1PchDEfix8B,V1_NFT,1,0,0,0,0,1,1,1,BEGVdZCSVHHFkUGwrLc6dPhbjdGGozZJ7zW3Mm5uGk91,Moonbirds,BIRBROP,0,0
675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,ANn3DeMoWTvniN7qshXZ15tFpqMKZdD5xP2QqirdmkiW,V1_NFT,1,0,0,0,0,1,1,1,WENy2r62eTvYZhPdvZ4CMJHnpFJ37m5L23JYaErzKyD,Receivable NFT Token,,0,0
675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,ALg8fKmE6366KoNeE9Xeaddp2s4atsL6nK9qDEmRpump,FungibleToken,1,0,0,6,998727210716868,0,0,0,,Just Invest $100 Here,JI100,0,0
675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,AA2NRBFf1FPRtrrLv919HukvrobAyvJDfNARBhiaRkff,V1_NFT,1,0,0,0,0,1,1,1,WENy2r62eTvYZhPdvZ4CMJHnpFJ37m5L23JYaErzKyD,Receivable NFT Token,,0,0
675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,9m41RABQndmvp1MyD31nxxivhvQ8yvMpmnVKKMjj4Czb,V1_NFT,1,0,0,0,0,1,1,1,WENy2r62eTvYZhPdvZ4CMJHnpFJ37m5L23JYaErzKyD,Receivable NFT Token,,0,0
675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,8hTzwwxAJvhUa9fSsG8JfEJyN6zQWzoiBpUurHU2bNQu,V1_NFT,1,0,0,0,0,1,1,1,WENy2r62eTvYZhPdvZ4CMJHnpFJ37m5L23JYaErzKyD,Receivable NFT Token,,0,0
675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,87BLGxkwPfJuzs78nb9gskAvkDARbWByKZRCaUEWd1cT,V1_NFT,1,0,0,0,0,1,1,1,WENy2r62eTvYZhPdvZ4CMJHnpFJ37m5L23JYaErzKyD,Receivable NFT Token,,0,0
675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,7y4Z1KhPr93FvCePd76ErMZrD6G9bTUvEdbTMMP2RqgH,V1_NFT,1,0,0,0,0,1,1,1,WENy2r62eTvYZhPdvZ4CMJHnpFJ37m5L23JYaErzKyD,Receivable NFT Token,,0,0
675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,7xXg3tQcQ48X39Yvj2qhL9D5Zhk2bPZcC6H4Nz19WRG1,V1_NFT,1,0,0,0,0,0,1,0,,BOX#140,BOX,0,0
675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,7egjh5sgWurTP7JZF93LdTStuCxm3iqLpTyU5MMvttnb,FungibleToken,1,0,0,9,139953894862906762,0,0,0,,HOHOHODL,HOHOHODL,0,0
675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,7a44xb1exdB4cTXkSSdMhYhi8gUh3TZZiMKw6NHva2vW,V1_NFT,1,0,0,0,0,0,1,0,,Sollet v2.0,SOLLET,0,0
675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,7G1FTbKnWb186WbzPXswx5fqGk45BJmkjBLJPeoMfntR,V1_NFT,1,0,0,0,0,1,1,1,5KW2twHzRsAaiLeEx4zYNV35CV2hRrZGw7NYbwMfL4a2;3yTKSCKoDcjBFpbgxyJUh4cM1NG77gFXBimkVBx2hKrf,🎁2.0 Jupiter AirDrop,JPD2.0,0,0
675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,74wA3z7zuTV8ZBMFVkv2ZmcrWiVg1QnTQnhsdCaNspmB,V1_NFT,1,0,0,0,0,1,1,1,WENy2r62eTvYZhPdvZ4CMJHnpFJ37m5L23JYaErzKyD,Receivable NFT Token,,0,0
675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,6v8R6uiqsWX7cx1JsYezARr2GqayoMx8amKaQ3hR6bZf,V1_NFT,1,0,0,0,0,0,1,0,,$GIFT #2512,$JBOX,0,0
675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,6thxAPCH4ad4RdCBKpURZmUh1j3viockCAHsLGoLKCZ8,V1_NFT,1,0,0,0,0,0,1,0,,WOLF,PIXELS,0,0
675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,6qGPRptyjk8A5jh7tbrqj4D2afQcciQjmEEwj7ygGASg,V1_NFT,1,0,0,0,0,1,1,1,WENy2r62eTvYZhPdvZ4CMJHnpFJ37m5L23JYaErzKyD,Receivable NFT Token,,0,0
675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,6bqpUxn6nYThgqFh1h8CAhTZRGXYTnRFj86a3E9fLz5b,V1_NFT,1,0,0,0,0,0,1,0,,2400JUP Lucky Crate,JUP,0,0
675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,6U2csKGaQtPZPduEhY2B4So9LYUBDjg4fTSyduFVc9bs,V1_NFT,1,0,0,0,0,0,1,0,,Sollet v2.0,SOLLET,0,0
675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,6CqVhk1vamUrvowmy8U8GWhKLBHhaTSAJKSxK4pUJmFP,V1_NFT,1,0,0,0,0,0,1,0,,Wolfies,WOLF,0,0
675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,6BhNgyQwHKmGbTaytNf1R9kSZrysTDX44t43ChLNk7NC,V1_NFT,1,0,0,0,0,1,1,1,WENy2r62eTvYZhPdvZ4CMJHnpFJ37m5L23JYaErzKyD,Receivable NFT Token,,0,0
675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,69QBAjFN4rxHUjXPSyL3Y73PsHyonHZHhxdqx3jSqBKm,V1_NFT,1,0,0,0,0,1,1,1,66igRDCvynNzWRUBrdVPFMJG69RxAKwWYpMyTzo8rBXo,Tensor x Dori Samurai AirDrop,,0,0
675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,5c5kSPED1SXzX68XgqqJYxj6GHeGEi8iwsBVw1mRoCUj,V1_NFT,1,0,0,0,0,1,1,1,WENy2r62eTvYZhPdvZ4CMJHnpFJ37m5L23JYaErzKyD,Receivable NFT Token,,0,0
675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,5bAhinb8X4YvwhWXDzkPvVK85wbhX1uVMqyfv46d2dG7,FungibleToken,1,0,0,6,769859561525845706,1,0,0,,DeepSeek AI,DeepSeek,0,0
675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,5JiQRtk3o96cczCbZjGyHq4WvAF3it2yVYzvBp7CAgMM,V1_NFT,1,0,0,0,0,1,1,1,5KW2twHzRsAaiLeEx4zYNV35CV2hRrZGw7NYbwMfL4a2;3yTKSCKoDcjBFpbgxyJUh4cM1NG77gFXBimkVBx2hKrf,🎁Now Jupiter AirDrop,NJPUD,0,0
675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,5D4jDANYNNBakkzaJtzTov4g3oHf4KbekJTMtroPHDGH,FungibleToken,1,0,0,9,998782367824388,1,0,0,,SANTABLAST,BLASTX,0,0
675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,4oZQSbbrXSLpyFT6BZmGFgaYXVJJNdMkfQzH6JatizCz,V1_NFT,1,0,0,0,0,1,1,1,WENy2r62eTvYZhPdvZ4CMJHnpFJ37m5L23JYaErzKyD,Receivable NFT Token,,0,0
